FromId,ToId,Value
"433",9,"Source"
"434",9,"Source"
"435",9,"Source"
"436",9,"Source"
"437",9,"Source"
"438",9,"Source"
"439",9,"Source"
"440",9,"Source"
"441",9,"Source"
"442",9,"Source"
"443",9,"Source"
"444",9,"Source"
"445",9,"Source"
"446",9,"Source"
"447",9,"Source"
"448",9,"Source"
"449",9,"Source"
"450",9,"Source"
"451",9,"Source"
"452",9,"Source"
"453",9,"Source"
"454",9,"Source"
"455",9,"Source"
"456",9,"Source"
"457",9,"Source"
"458",9,"Source"
"459",9,"Source"
"460",9,"Source"
"461",9,"Source"
"462",9,"Source"
"463",9,"Source"
"464",9,"Source"
"465",9,"Source"
"466",9,"Source"
"467",9,"Source"
"468",9,"Source"
"469",9,"Source"
"470",9,"Source"
"471",9,"Source"
"472",9,"Source"
"473",9,"Source"
"474",9,"Source"
"475",9,"Source"
"476",9,"Source"
"477",9,"Source"
"478",9,"Source"
"479",9,"Source"
"480",9,"Source"
"481",9,"Source"
"482",9,"Source"
"483",9,"Source"
"484",9,"Source"
"485",9,"Source"
"486",9,"Source"
"487",9,"Source"
"488",9,"Source"
"489",9,"Source"
"490",9,"Source"
"491",9,"Source"
"492",9,"Source"
"493",9,"Source"
"494",9,"Source"
"495",9,"Source"
"496",9,"Source"
"497",9,"Source"
"498",9,"Source"
"499",9,"Source"
"500",9,"Source"
"501",9,"Source"
"502",9,"Source"
"503",9,"Source"
"504",9,"Source"
"505",9,"Source"
"506",9,"Source"
"507",9,"Source"
"508",9,"Source"
"509",9,"Source"
"510",9,"Source"
"511",9,"Source"
"512",9,"Source"
"513",9,"Source"
"514",9,"Source"
"515",9,"Source"
"516",9,"Source"
"517",9,"Source"
"518",9,"Source"
"519",9,"Source"
"520",9,"Source"
"521",9,"Source"
"522",9,"Source"
"523",9,"Source"
"524",9,"Source"
"525",9,"Source"
"526",9,"Source"
"527",9,"Source"
"528",9,"Source"
"529",9,"Source"
"530",9,"Source"
"531",9,"Source"
"532",9,"Source"
"533",9,"Source"
"534",9,"Source"
"535",9,"Source"
"536",9,"Source"
"537",9,"Source"
"538",9,"Source"
"539",9,"Source"
"540",9,"Source"
"541",9,"Source"
"542",9,"Source"
"543",9,"Source"
"544",9,"Source"
"545",9,"Source"
"546",9,"Source"
"547",9,"Source"
"548",9,"Source"
"549",9,"Source"
"550",9,"Source"
"551",9,"Source"
"552",9,"Source"
"553",9,"Source"
"554",9,"Source"
"555",9,"Source"
"556",9,"Source"
"557",9,"Source"
"558",9,"Source"
"559",9,"Source"
"560",9,"Source"
"561",9,"Source"
"562",9,"Source"
"563",9,"Source"
"564",9,"Source"
"565",9,"Source"
"566",9,"Source"
"567",9,"Source"
"568",9,"Source"
"569",9,"Source"
"570",9,"Source"
"571",9,"Source"
"572",9,"Source"
"573",9,"Source"
"574",9,"Source"
"575",9,"Source"
"576",9,"Source"
"577",9,"Source"
"578",9,"Source"
"579",9,"Source"
"580",9,"Source"
"581",9,"Source"
"582",9,"Source"
"583",9,"Source"
"584",9,"Source"
"585",9,"Source"
"586",9,"Source"
"587",9,"Source"
"588",9,"Source"
"589",9,"Source"
"590",9,"Source"
"591",9,"Source"
"592",9,"Source"
"593",9,"Source"
"594",9,"Source"
"595",9,"Source"
"596",9,"Source"
"597",9,"Source"
"598",9,"Source"
"599",9,"Source"
"600",9,"Source"
"601",9,"Source"
"602",9,"Source"
"603",9,"Source"
"604",9,"Source"
"605",9,"Source"
"606",9,"Source"
"607",9,"Source"
"608",9,"Source"
"609",9,"Source"
"610",9,"Source"
"611",9,"Source"
"612",9,"Source"
"613",9,"Source"
"614",9,"Source"
"615",9,"Source"
"616",9,"Source"
"617",9,"Source"
"618",9,"Source"
"619",9,"Source"
"620",9,"Source"
"621",9,"Source"
"622",9,"Source"
"623",9,"Source"
"624",9,"Source"
"625",9,"Source"
"626",9,"Source"
"627",9,"Source"
"628",9,"Source"
"629",9,"Source"
"630",9,"Source"
"631",9,"Source"
"632",9,"Source"
"633",9,"Source"
"634",9,"Source"
"635",9,"Source"
"636",9,"Source"
"637",9,"Source"
"638",9,"Source"
"639",9,"Source"
"640",9,"Source"
"641",9,"Source"
"642",9,"Source"
"643",9,"Source"
"644",9,"Source"
"645",9,"Source"
"646",9,"Source"
"647",9,"Source"
"648",9,"Source"
"649",9,"Source"
"650",9,"Source"
"651",9,"Source"
"652",9,"Source"
"653",9,"Source"
"654",9,"Source"
"655",9,"Source"
"656",9,"Source"
"657",9,"Source"
"658",9,"Source"
"659",9,"Source"
"660",9,"Source"
"661",9,"Source"
"662",9,"Source"
"663",9,"Source"
"664",9,"Source"
"665",9,"Source"
"666",9,"Source"
"667",9,"Source"
"668",9,"Source"
"669",9,"Source"
"670",9,"Source"
"671",9,"Source"
"672",9,"Source"
"673",9,"Source"
"674",9,"Source"
"675",9,"Source"
"676",9,"Source"
"677",9,"Source"
"678",9,"Source"
"679",9,"Source"
"680",9,"Source"
"681",9,"Source"
"682",9,"Source"
"683",9,"Source"
"684",9,"Source"
"685",9,"Source"
"686",9,"Source"
"687",9,"Source"
"688",9,"Source"
"689",9,"Source"
"690",9,"Source"
"691",9,"Source"
"692",9,"Source"
"693",9,"Source"
"694",9,"Source"
"695",9,"Source"
"696",9,"Source"
"697",9,"Source"
"698",9,"Source"
"699",9,"Source"
"700",9,"Source"
"701",9,"Source"
"702",9,"Source"
"703",9,"Source"
"704",9,"Source"
"705",9,"Source"
"706",9,"Source"
"707",9,"Source"
"708",9,"Source"
"709",9,"Source"
"710",9,"Source"
"711",9,"Source"
"712",9,"Source"
"713",9,"Source"
"714",9,"Source"
"715",9,"Source"
"716",9,"Source"
"717",9,"Source"
"718",9,"Source"
"719",9,"Source"
"720",9,"Source"
"721",9,"Source"
"722",9,"Source"
"723",9,"Source"
"724",9,"Source"
"725",9,"Source"
"726",9,"Source"
"727",9,"Source"
"728",9,"Source"
"729",9,"Source"
"730",9,"Source"
"731",9,"Source"
"732",9,"Source"
"733",9,"Source"
"0",8,"Purpose comments text"
"0",9,"Purpose source text"
"0",7,"be an on-body drug delivery device suitable for home use with multiple drug formulations."
"301",7,"be able to demonstrate that the USER cannot gain direct access to the drug."
"302",7,"be able to demonstrate that the USER cannot modify the preset drug delivery parameters."
"303",7,"be able to market the DEVICE in the following regions: US, Europe and Brazil."
"304",7,"be able to claim marketing-leading dosing performance and accuracy."
"305",7,"be protected form needle-stick injuries."
"306",7,"be able to attach the DEVICE to the body."
"307",7,"find the device simple and convenient to use."
"308",7,"be able to show that the Architecture defined in Doc_nnn has been fulfilled."
"309",7,"be able to sleep undisturbed during normal operating conditions."
"310",7,"be able to market the DEVICE with drugs of viscosity 2.1 ± 0.5 cP solution."
"311",7,"be able to receive a minimum total dose of 2 ml of drug per disposable part."
"312",7,"be able to claim a maximum error of 5% in total delivered volume per disposable part."
"313",7,"receive the drug dosage at the following flow rates only:  20 ± 0.5 µL/hr, 30 ± 0.5 µL/hr, 40 ± 0.5 µL/hr"
"314",7,"be able to claim a minimum delivery increment of maximum 6 µL."
"315",7,"be able to claim a volumetric delivery accuracy of 20% per hour."
"316",7,"requires that the DEVICE be capable of delivering up to 40 discrete boluses per disposable part."
"317",7,"requires that there are three discrete bolus delivery volumes: 10, 20 and 30 µL."
"318",7,"be able to claim a maximum cumulative fluid delivery volume loss of  12 uL per disposable part."
"319",7,"be able to claim a delivery accuracy of ±3 %."
"320",7,"be able to demonstrate that the DEVICE remains adhered to patient for a minimum of 24 hrs during normal use."
"321",7,"be able to claim that the DEVICE is self-contained and requires no other additional componenst for normal use."
"322",7,"be able to claim that the assembled DEVICE has a minimum IPX5 rating."
"323",7,"receive the disposable part with the drug pre-filled."
"324",7,"requires that the DEVICE be available in two configurations of high and low basal/bolus dose configurations that are pre-set at the factory."
"325",7,"receive the drug via a 29G TW or STW rigid injection needle."
"326",7,"receive the DEVICE with the entire fluid path in a sterilized condition."
"327",7,"be able to program the DEVICE at chip component level during manufacturing."
"328",7,"be able to claim that the DEVICE dimensions are no greater than 120 x 50 x 15 mm in its assembled state (not including the skin patch)."
"329",7,"be able to claim that non-disposable parts have a storage shelf life at room temperature of 36 months."
"330",7,"be able to demonstrate that the DEVICE is compliant with the electrical safety regulations for Class II medical devices in Europe, North America and Brazil."
"331",7,"experience that the DEVICE to stops operating within 5 secs of being removed from the body."
"332",7,"be able to demonstrate that USER-PATIENT activation of the device is necessary before needle insertion."
"333",7,"be able to demonstrate that, once inserted, the injection needle shall remain within the subcutaneous tissue for the entire use period."
"334",7,"be able to wear the DEVICE on the upper arm, abdomen, or thigh."
"335",7,"be able to market the DEVICE as adhering to the body without the need for additional fixing methods, such as tape."
"336",7,"be able to demonstrate that the availability of doses is limited as follows: 3 in the first hour, 2 in subsequent hours."
"337",7,"be able to activate a ""Pause"" function that suspends all drug delivery indefinitely or until re-activation is requested."
"338",7,"be able to demonstrate that the nominal injection depth is 5 mm."
"339",7,"not be exposed to an unprotected needle tip at any stage of the DEVICE operation."
"340",7,"be able to demonstrate that accesss to the drug is not possible without using destructive means."
"341",7,"be able to claim that the DEVICE has an irreversible needle protetion device."
"342",7,"be able to show that the needle protection features of the DEVICE prevent injury when tested in accordance with ISO 23908 requirements and test methods."
"343",7,"be able to claim that needle protection features are non-resettable."
"344",7,"be able to show that dose configuration cannot be changed after production."
"345",7,"be able to deliver the drug into subcutaneous tissue via a single button press."
"346",7,"be able to operate the DEVICE without training."
"347",7,"be able to release a pre-programmed bolus on demand."
"348",7,"be able to understand the bolus availability at any moment during therapy."
"349",7,"be able to understand that the DEVICE has successfully delivered the drug."
"350",7,"be able to understand the status of the DEVICE during operation (e.g. pause, delivery, battery low)."
"351",7,"be able to understand when the disposable part needs to be replaced."
"352",7,"perceive the DEVICE to be easy to use."
"353",7,"provide continuous and pre-programmed subcutaneous drug delivery."
"354",7,"deliver the drug according to a factory-set basal infusion regimen."
"355",7,"be able to deliver bolus doses at the USER's request within factory-set limits of quantity and frequency."
"356",7,"adhere to the USER's skin continuously for the entire duration of a single THERAPY CYCLE."
"357",7,"allow the USER to visually inspect the drug prior to initiating the therapy, but prevent access to it."
"358",7,"provide visual, audible and haptic feedback to the USER."
"359",7,"incorporate various mechanisms to ensure its safe use."
"360",7,"ensure the force and energy provided by the CONTROLLER to the POD to drive the drug delivery mechanism is delivered by magnetic means only."
"361",7,"ensure that any data exchange between the CONTROLLER and the POD takes place using contactless means."
"362",7,"fufill the architecture specification documented in DOC_nnn."
"363",7,"incorporate all control logic required by the DEVICE."
"364",7,"effect drug delivery according to both a factory-set basal infusion regimen and a user-requested bolus regimen."
"365",7,"control the drug delivery mechanism of the POD."
"366",7,"provide all the energy required for the DEVICE to operate."
"367",7,"contain all the active feedback and control components of the UI."
"368",7,"have a minimum lifetime of 5 therapy cycles of 24 hrs for the specified drug types and dose configurations."
"369",7,"be able to confirm the presence of a validated POD as a precondition of drug delivery."
"370",7,"incorporate all active elements of the UI, such as buttons, visual indicators, sound generation and haptic feedback."
"371",7,"contain a primary cell (i.e. non-rechargeable battery)."
"372",7,"contain an electrical drive mechanism having: 

     -  positional and directional feedback 
     -  a magnetic coupling to the POD drug delivery mechanism"
"373",7,"contain a single PCBA incorporating: 

     -  all sensors relating to the POD
     -  an interface the active UI elements
     -  programmable logic controller
     -  motor controllers and drivers"
"374",7,"deliver the drug from its primary packaging (CONTAINER) to the USER as directed by the CONTROLLER."
"375",7,"extract the drug from a CONTAINER sealed with a septum."
"376",7,"deliver the drug subcutaneously to any of the specified sites on the USER."
"377",7,"allow the USER to inspect the drug visually."
"378",7,"prevent the USER from accessing the drug."
"379",7,"have mechanisms with the function of protecting the USER against needle-stick injuries."
"380",7,"contain the Primary Packaging of 3 ml of the drug being delivered."
"381",7,"contain all components of the DEVICE having contact with the drug before and during drug delivery."
"382",7,"incorporate all elements of the DEVICE having continuous contact with the USER throughout the THERAPY CYCLE."
"383",7,"incorporate an ADHESIVE PATCH that affixes the DEVICE to the USER's skin for the duration of a THERAPY CYCLE."
"384",7,"be able to store machine-readable information specific to each manufactured unit."
"385",7,"have an in-use lifecycle consisting of [THERAPY_CYCLE_COUNT] THERAPY CYCLES, each having a duration of [THERAPY_CYCLE_DURATION]."
"386",7,"incorporate the following components in order to manage the UI information signals:

   -  Audio transducer able to reproduce audible information signals and alarms
   -  Buttons to interface with the USER’s input actions
   -  LEDs able to reproduce visible information signals and alarms
   -  Vibration motor able to reproduce haptic feedback."
"387",7,"require a maximum force of [RP_DP_MATING_FORCE] to be applied by the USER in the process of fully coupling the POD to the CONTROLLER."
"388",7,", once the latching mechanism has been released, require a maximum force of [RP_DP_UNMATING_FORCE] to be applied by the USER to decouple the POD from the CONTROLLER."
"389",7,"have a form that makes it possible to couple mechanically the CONTROLLER and POD only using translation along a single pre-defined direction and with a single pre-defined orientation between the two parts."
"390",7,"have a maximum visible perpendicular shut line gap between the CONTROLLER and the POD in the fully coupled and latched state of [MAX_PHY_GAP]."
"391",7,"incorporate a latching mechanism between the CONTROLLER and the POD having features intending to prevent unintentional release during use."
"392",7,"have an actuation force in the range of [START_PAUSE_BUTTON_MIN_ACTUATION_FORCE] to [START_PAUSE_BUTTON_MAX_ACTUATION_FORCE]."
"393",7,"have a shortest side having a minimum length of [START_PAUSE_BUTTON_SIZE]."
"394",7,"ensure that, when attached to the injection site, visual indicators can be seen from all directions."
"395",7,"provide visual feedback (alarms, indicators and markings) that are correctly perceived (in compliance with IEC 60601-1-8, clause 6.3.2.2) at a distance of 1 m by a person having a visual acuity of ‘0’ on the log MAR scale or 6-6 (20/20) vision (corrected if necessary) and an ambient luminance of 100 lx to 1500 lx. 

Note: The DEVICE shall be positioned during test according to the intended position of the operator or at any point within the base of a cone subtended by an angle of 30° to the axis normal to the centre of the plane of the indicator."
"396",7,"indicate when therapy is being delivered. 

Note: This indicator may be periodic and does not need to be continuously active."
"397",7,"provide audio and visual feedback to the USER when a bolus has been requested."
"398",7,"notify the USER when a POD needs to be changed. 

Note: Under normal conditions (non-alarm or other exceptional conditions), this shall occur after [THERAPY_CYCLE_DURATION] hours. [TBD alarm]"
"399",7,"emit audible alarm signals having a sound pressure level with the following characteristics:

   -  High Priority Alarms: in the range of [UI_HPA_SPL_MIN] to [UI_HPA_SPL_MAX]
   -  Low Priority Alarms: in the range of [UI_LPA_SPL_MIN] to [UI_LPA_SPL_MAX] 

when measured at 1 m distance from the normal surface of the display with the DEVICE laying on a planar rigid surface according to ISO 3744 standard."
"400",7,"produce visual low priority alarms having a visual pattern compliant with IEC 60601-1-8, clause 6.3.2."
"401",7,"produce visual high priority alarms having a visual pattern compliant with IEC 60601-1-8, clause 6.3.2."
"402",7,"have a state, SYSTEM_STATE_basal, in which... 

 it delivers a discrete quantity of drug - termed a basal pulse - according to the rules defined in [TRS-142] and [TRS-1814]."
"403",7,"deliver [basal_PULSE_HOUR] basal pulses per hour throughout the THERAPY CYCLE with a cycle time of [basal_PULSE_INTERVAL]. 

Note : RTC accuracy as per [TRS-1921]."
"404",7,"have a number of basal pulses that can be delivered that is pre-programmed in production and cannot be changed by the USER."
"405",7,"be available with three basal dose configurations: 

   a)  Low dose basal rate: [LOW_basal_FLOW_RATE]
   b)  Medium dose basal rate: [MEDIUM_basal_FLOW_RATE]
   c)  High dose basal rate: [HIGH_basal_FLOW_RATE]."
"406",7,", for all dose configurations, deliver each individual basal pulse with a nominal flow rate of [basal_FLOW_RATE]."
