"tmpID","labels","value","reqType","fieldName","modeluid","uid","seq","parentId"
"fv0027","FieldValue","Environmental","STAKEHOLDER","category","","",2,"N/A"
"fv0028","FieldValue","Physical And Aesthetical","STAKEHOLDER","category","","",3,"N/A"
"fv0029","FieldValue","Architecture And Design Decisions","STAKEHOLDER","category","","",4,"N/A"
"fv0030","FieldValue","Normative and Applicable Standard-derived","STAKEHOLDER","category","","",5,"N/A"
"fv0031","FieldValue","Safety","STAKEHOLDER","category","","",6,"N/A"
"fv0032","FieldValue","Manufacturing","STAKEHOLDER","category","","",7,"N/A"
"fv0033","FieldValue","Capability & Performance","STAKEHOLDER","category","","",8,"N/A"
"fv0034","FieldValue","Operation& Function","STAKEHOLDER","category","","",9,"N/A"
"fv0035","FieldValue","Markets & Regulations","STAKEHOLDER","category","","",10,"N/A"
"fv0036","FieldValue","UI","STAKEHOLDER","category","","",11,"N/A"
"fv0037","FieldValue","Function And Performance","STAKEHOLDER","category","","",12,"N/A"
"fv0038","FieldValue","Characteristics & Properties","STAKEHOLDER","category","","",13,"N/A"
"fv0039","FieldValue","Security","STAKEHOLDER","category","","",14,"N/A"
"fv0040","FieldValue","Purpose","STAKEHOLDER","category","","",15,"N/A"
"fv0041","FieldValue","UI & Ease of use","STAKEHOLDER","category","","",16,"N/A"
"fv0042","FieldValue","USER TEST","STAKEHOLDER","validationMethod","","",0,"N/A"
"fv0043","FieldValue","QUESTIONNAIRE","STAKEHOLDER","validationMethod","","",1,"N/A"
"fv0044","FieldValue","INTERVIEW","STAKEHOLDER","validationMethod","","",2,"N/A"
"fv0045","FieldValue","ANALYSIS","STAKEHOLDER","validationMethod","","",3,"N/A"
"fv0046","FieldValue","UI & Ease of use","TECHNICAL","category","","",0,"N/A"
"fv0047","FieldValue","Manufacturing","TECHNICAL","category","","",1,"N/A"
"fv0048","FieldValue","Labelling And Marking","TECHNICAL","category","","",2,"N/A"
"fv0049","FieldValue","Function And Performance","TECHNICAL","category","","",3,"N/A"
"fv0050","FieldValue","UI","TECHNICAL","category","","",4,"N/A"
"fv0051","FieldValue","Security","TECHNICAL","category","","",5,"N/A"
"fv0052","FieldValue","Normative and Applicable Standard-derived","TECHNICAL","category","","",6,"N/A"
"fv0053","FieldValue","Capability & Performance","TECHNICAL","category","","",7,"N/A"
"fv0054","FieldValue","Operation& Function","TECHNICAL","category","","",8,"N/A"
"fv0055","FieldValue","Physical And Aesthetical","TECHNICAL","category","","",9,"N/A"
"fv0056","FieldValue","Architecture And Design Decisions","TECHNICAL","category","","",10,"N/A"
"fv0057","FieldValue","Environmental","TECHNICAL","category","","",11,"N/A"
"fv0058","FieldValue","Safety","TECHNICAL","category","","",12,"N/A"
"fv0059","FieldValue","Purpose","TECHNICAL","category","","",13,"N/A"
"fv0060","FieldValue","Characteristics & Properties","TECHNICAL","category","","",14,"N/A"
"fv0061","FieldValue","Packaging, Handling, Shipping And Transportation","TECHNICAL","category","","",15,"N/A"
"fv0062","FieldValue","Markets & Regulations","TECHNICAL","category","","",16,"N/A"
"fv0063","FieldValue","Analysis","TECHNICAL","verificationMethod","","",0,"N/A"
"fv0064","FieldValue","Demonstration","TECHNICAL","verificationMethod","","",1,"N/A"
"fv0065","FieldValue","Trace","TECHNICAL","verificationMethod","","",2,"N/A"
"fv0066","FieldValue","Test","TECHNICAL","verificationMethod","","",3,"N/A"
"fv0067","FieldValue","Inspection","TECHNICAL","verificationMethod","","",4,"N/A"
"fv0068","FieldValue","true","STAKEHOLDER","userNeed","","",0,"N/A"
"fv0069","FieldValue","false","STAKEHOLDER","userNeed","","",1,"N/A"
"fv0070","FieldValue","true","TECHNICAL","riskControl","","",0,"N/A"
"fv0071","FieldValue","false","TECHNICAL","riskControl","","",1,"N/A"
"fv1860","FieldValue","Clinical","STAKEHOLDER","tags","","",0,"N/A"
"fv1861","FieldValue","Nice-to-have","STAKEHOLDER","tags","","",1,"N/A"
"fv1862","FieldValue","Functional","TECHNICAL","tags","","",0,"N/A"
"fv1863","FieldValue","IFU","TECHNICAL","tags","","",1,"N/A"
"fv0072","FieldValue","Device Purpose","PURPOSE","title","","",0,"N/A"
"fv0073","FieldValue","be an on-body drug delivery device suitable for home use with multiple drug formulations.","PURPOSE","specification","","",0,"N/A"
"fv0074","FieldValue","Purpose comments text","PURPOSE","comments","","",0,"N/A"
"fv0075","FieldValue","Purpose source text","PURPOSE","source","","",0,"N/A"
"fv0077","FieldValue","Fixed drug delivery parameters","STAKEHOLDER","title","","",0,"N/A"
"fv0079","FieldValue","Architecture","STAKEHOLDER","title","","",1,"N/A"
"fv0129","FieldValue","be able to demonstrate that the USER cannot modify the preset drug delivery parameters.","STAKEHOLDER","specification","","",0,"N/A"
"fv0131","FieldValue","be able to show that the Architecture defined in Doc_nnn has been fulfilled.","STAKEHOLDER","specification","","",1,"N/A"
"fv0181","FieldValue","Comments here","STAKEHOLDER","comments","","",0,"N/A"
"fv0183","FieldValue","Comments here","STAKEHOLDER","comments","","",1,"N/A"
"fv0233","FieldValue","Source here","STAKEHOLDER","source","","",0,"N/A"
"fv0235","FieldValue","Source here","STAKEHOLDER","source","","",1,"N/A"
"fv0285","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",0,"N/A"
"fv0287","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",1,"N/A"
"fv0338","FieldValue","Device: Architecture","TECHNICAL","title","","",0,"N/A"
"fv0517","FieldValue","Controller: Role - logic","TECHNICAL","title","","",1,"N/A"
"fv0541","FieldValue","Pod: Role","TECHNICAL","title","","",2,"N/A"
"fv0614","FieldValue","Pod: Container - Glass cylinder compliance","TECHNICAL","title","","",3,"N/A"
"fv0622","FieldValue","Pod: Materials - Extractables","TECHNICAL","title","","",4,"N/A"
"fv0719","FieldValue"," fufill the architecture specification documented in DOC_nnn.","TECHNICAL","specification","","",0,"N/A"
"fv0898","FieldValue"," incorporate all control logic required by the DEVICE.","TECHNICAL","specification","","",1,"N/A"
"fv0922","FieldValue"," contain the Primary Packaging of 3 ml of the drug being delivered.","TECHNICAL","specification","","",2,"N/A"
"fv0995","FieldValue"," have a glass cylinder that complies with ISO 13926-1.","TECHNICAL","specification","","",3,"N/A"
"fv1003","FieldValue"," have a glass cylinder accompanied by a extractables profile study according to ICH Q3D.","TECHNICAL","specification","","",4,"N/A"
"fv1100","FieldValue","Comments here","TECHNICAL","comments","","",0,"N/A"
"fv1279","FieldValue","Comments here","TECHNICAL","comments","","",1,"N/A"
"fv1303","FieldValue","Comments here","TECHNICAL","comments","","",2,"N/A"
"fv1376","FieldValue","Comments here","TECHNICAL","comments","","",3,"N/A"
"fv1384","FieldValue","Comments here","TECHNICAL","comments","","",4,"N/A"
"fv1481","FieldValue","Source here","TECHNICAL","source","","",0,"N/A"
"fv1660","FieldValue","Source here","TECHNICAL","source","","",1,"N/A"
"fv1684","FieldValue","Source here","TECHNICAL","source","","",2,"N/A"
"fv1757","FieldValue","Source here","TECHNICAL","source","","",3,"N/A"
"fv1765","FieldValue","Source here","TECHNICAL","source","","",4,"N/A"
